file_name,file_path,label,category,source,aug_type,original_audio
hr5.m4a_pitch_up.png,spectrograms\augmented\human\hr5.m4a_pitch_up.png,0,human,augmented,pitch_up,hr5.m4a.mp3
hr5.m4a_pitch_down.png,spectrograms\augmented\human\hr5.m4a_pitch_down.png,0,human,augmented,pitch_down,hr5.m4a.mp3
hr5.m4a_stretch.png,spectrograms\augmented\human\hr5.m4a_stretch.png,0,human,augmented,stretch,hr5.m4a.mp3
hr6.m4a.png,spectrograms\human\hr6.m4a.png,0,human,original,none,hr6.m4a.mp3
hr6.m4a_noise.png,spectrograms\augmented\human\hr6.m4a_noise.png,0,human,augmented,noise,hr6.m4a.mp3
hr6.m4a_pitch_up.png,spectrograms\augmented\human\hr6.m4a_pitch_up.png,0,human,augmented,pitch_up,hr6.m4a.mp3
hr6.m4a_pitch_down.png,spectrograms\augmented\human\hr6.m4a_pitch_down.png,0,human,augmented,pitch_down,hr6.m4a.mp3
hr6.m4a_stretch.png,spectrograms\augmented\human\hr6.m4a_stretch.png,0,human,augmented,stretch,hr6.m4a.mp3
hr7.m4a.png,spectrograms\human\hr7.m4a.png,0,human,original,none,hr7.m4a.mp3
hr7.m4a_noise.png,spectrograms\augmented\human\hr7.m4a_noise.png,0,human,augmented,noise,hr7.m4a.mp3
hr7.m4a_pitch_up.png,spectrograms\augmented\human\hr7.m4a_pitch_up.png,0,human,augmented,pitch_up,hr7.m4a.mp3
hr7.m4a_pitch_down.png,spectrograms\augmented\human\hr7.m4a_pitch_down.png,0,human,augmented,pitch_down,hr7.m4a.mp3
hr7.m4a_stretch.png,spectrograms\augmented\human\hr7.m4a_stretch.png,0,human,augmented,stretch,hr7.m4a.mp3
hr8.m4a.png,spectrograms\human\hr8.m4a.png,0,human,original,none,hr8.m4a.mp3
hr8.m4a_noise.png,spectrograms\augmented\human\hr8.m4a_noise.png,0,human,augmented,noise,hr8.m4a.mp3
hr8.m4a_pitch_up.png,spectrograms\augmented\human\hr8.m4a_pitch_up.png,0,human,augmented,pitch_up,hr8.m4a.mp3
hr8.m4a_pitch_down.png,spectrograms\augmented\human\hr8.m4a_pitch_down.png,0,human,augmented,pitch_down,hr8.m4a.mp3
hr8.m4a_stretch.png,spectrograms\augmented\human\hr8.m4a_stretch.png,0,human,augmented,stretch,hr8.m4a.mp3
hr9.m4a.png,spectrograms\human\hr9.m4a.png,0,human,original,none,hr9.m4a.mp3
hr9.m4a_noise.png,spectrograms\augmented\human\hr9.m4a_noise.png,0,human,augmented,noise,hr9.m4a.mp3
hr9.m4a_pitch_up.png,spectrograms\augmented\human\hr9.m4a_pitch_up.png,0,human,augmented,pitch_up,hr9.m4a.mp3
hr9.m4a_pitch_down.png,spectrograms\augmented\human\hr9.m4a_pitch_down.png,0,human,augmented,pitch_down,hr9.m4a.mp3
hr9.m4a_stretch.png,spectrograms\augmented\human\hr9.m4a_stretch.png,0,human,augmented,stretch,hr9.m4a.mp3
nhr.m4a (1).png,spectrograms\human\nhr.m4a (1).png,0,human,original,none,nhr.m4a (1).mp3
nhr.m4a (1)_noise.png,spectrograms\augmented\human\nhr.m4a (1)_noise.png,0,human,augmented,noise,nhr.m4a (1).mp3
nhr.m4a (1)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (1)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (1).mp3
nhr.m4a (1)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (1)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (1).mp3
nhr.m4a (1)_stretch.png,spectrograms\augmented\human\nhr.m4a (1)_stretch.png,0,human,augmented,stretch,nhr.m4a (1).mp3
nhr.m4a (2).png,spectrograms\human\nhr.m4a (2).png,0,human,original,none,nhr.m4a (2).mp3
nhr.m4a (2)_noise.png,spectrograms\augmented\human\nhr.m4a (2)_noise.png,0,human,augmented,noise,nhr.m4a (2).mp3
nhr.m4a (2)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (2)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (2).mp3
nhr.m4a (2)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (2)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (2).mp3
nhr.m4a (2)_stretch.png,spectrograms\augmented\human\nhr.m4a (2)_stretch.png,0,human,augmented,stretch,nhr.m4a (2).mp3
nhr.m4a (3).png,spectrograms\human\nhr.m4a (3).png,0,human,original,none,nhr.m4a (3).mp3
nhr.m4a (3)_noise.png,spectrograms\augmented\human\nhr.m4a (3)_noise.png,0,human,augmented,noise,nhr.m4a (3).mp3
nhr.m4a (3)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (3)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (3).mp3
nhr.m4a (3)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (3)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (3).mp3
nhr.m4a (3)_stretch.png,spectrograms\augmented\human\nhr.m4a (3)_stretch.png,0,human,augmented,stretch,nhr.m4a (3).mp3
nhr.m4a (4).png,spectrograms\human\nhr.m4a (4).png,0,human,original,none,nhr.m4a (4).mp3
nhr.m4a (4)_noise.png,spectrograms\augmented\human\nhr.m4a (4)_noise.png,0,human,augmented,noise,nhr.m4a (4).mp3
nhr.m4a (4)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (4)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (4).mp3
nhr.m4a (4)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (4)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (4).mp3
nhr.m4a (4)_stretch.png,spectrograms\augmented\human\nhr.m4a (4)_stretch.png,0,human,augmented,stretch,nhr.m4a (4).mp3
nhr.m4a (5).png,spectrograms\human\nhr.m4a (5).png,0,human,original,none,nhr.m4a (5).mp3
nhr.m4a (5)_noise.png,spectrograms\augmented\human\nhr.m4a (5)_noise.png,0,human,augmented,noise,nhr.m4a (5).mp3
nhr.m4a (5)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (5)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (5).mp3
nhr.m4a (5)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (5)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (5).mp3
nhr.m4a (5)_stretch.png,spectrograms\augmented\human\nhr.m4a (5)_stretch.png,0,human,augmented,stretch,nhr.m4a (5).mp3
nhr.m4a (6).png,spectrograms\human\nhr.m4a (6).png,0,human,original,none,nhr.m4a (6).mp3
nhr.m4a (6)_noise.png,spectrograms\augmented\human\nhr.m4a (6)_noise.png,0,human,augmented,noise,nhr.m4a (6).mp3
nhr.m4a (6)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (6)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (6).mp3
nhr.m4a (6)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (6)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (6).mp3
nhr.m4a (6)_stretch.png,spectrograms\augmented\human\nhr.m4a (6)_stretch.png,0,human,augmented,stretch,nhr.m4a (6).mp3
nhr.m4a (7).png,spectrograms\human\nhr.m4a (7).png,0,human,original,none,nhr.m4a (7).mp3
nhr.m4a (7)_noise.png,spectrograms\augmented\human\nhr.m4a (7)_noise.png,0,human,augmented,noise,nhr.m4a (7).mp3
nhr.m4a (7)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (7)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (7).mp3
nhr.m4a (7)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (7)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (7).mp3
nhr.m4a (7)_stretch.png,spectrograms\augmented\human\nhr.m4a (7)_stretch.png,0,human,augmented,stretch,nhr.m4a (7).mp3
nhr.m4a (8).png,spectrograms\human\nhr.m4a (8).png,0,human,original,none,nhr.m4a (8).mp3
nhr.m4a (8)_noise.png,spectrograms\augmented\human\nhr.m4a (8)_noise.png,0,human,augmented,noise,nhr.m4a (8).mp3
nhr.m4a (8)_pitch_up.png,spectrograms\augmented\human\nhr.m4a (8)_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a (8).mp3
nhr.m4a (8)_pitch_down.png,spectrograms\augmented\human\nhr.m4a (8)_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a (8).mp3
nhr.m4a (8)_stretch.png,spectrograms\augmented\human\nhr.m4a (8)_stretch.png,0,human,augmented,stretch,nhr.m4a (8).mp3
nhr.m4a.png,spectrograms\human\nhr.m4a.png,0,human,original,none,nhr.m4a.mp3
nhr.m4a_noise.png,spectrograms\augmented\human\nhr.m4a_noise.png,0,human,augmented,noise,nhr.m4a.mp3
nhr.m4a_pitch_up.png,spectrograms\augmented\human\nhr.m4a_pitch_up.png,0,human,augmented,pitch_up,nhr.m4a.mp3
nhr.m4a_pitch_down.png,spectrograms\augmented\human\nhr.m4a_pitch_down.png,0,human,augmented,pitch_down,nhr.m4a.mp3
nhr.m4a_stretch.png,spectrograms\augmented\human\nhr.m4a_stretch.png,0,human,augmented,stretch,nhr.m4a.mp3
ns.m4a (1).png,spectrograms\human\ns.m4a (1).png,0,human,original,none,ns.m4a (1).mp3
ns.m4a (1)_noise.png,spectrograms\augmented\human\ns.m4a (1)_noise.png,0,human,augmented,noise,ns.m4a (1).mp3
ns.m4a (1)_pitch_up.png,spectrograms\augmented\human\ns.m4a (1)_pitch_up.png,0,human,augmented,pitch_up,ns.m4a (1).mp3
ns.m4a (1)_pitch_down.png,spectrograms\augmented\human\ns.m4a (1)_pitch_down.png,0,human,augmented,pitch_down,ns.m4a (1).mp3
ns.m4a (1)_stretch.png,spectrograms\augmented\human\ns.m4a (1)_stretch.png,0,human,augmented,stretch,ns.m4a (1).mp3
ns.m4a (2).png,spectrograms\human\ns.m4a (2).png,0,human,original,none,ns.m4a (2).mp3
ns.m4a (2)_noise.png,spectrograms\augmented\human\ns.m4a (2)_noise.png,0,human,augmented,noise,ns.m4a (2).mp3
ns.m4a (2)_pitch_up.png,spectrograms\augmented\human\ns.m4a (2)_pitch_up.png,0,human,augmented,pitch_up,ns.m4a (2).mp3
ns.m4a (2)_pitch_down.png,spectrograms\augmented\human\ns.m4a (2)_pitch_down.png,0,human,augmented,pitch_down,ns.m4a (2).mp3
ns.m4a (2)_stretch.png,spectrograms\augmented\human\ns.m4a (2)_stretch.png,0,human,augmented,stretch,ns.m4a (2).mp3
ns.m4a (3).png,spectrograms\human\ns.m4a (3).png,0,human,original,none,ns.m4a (3).mp3
ns.m4a (3)_noise.png,spectrograms\augmented\human\ns.m4a (3)_noise.png,0,human,augmented,noise,ns.m4a (3).mp3
ns.m4a (3)_pitch_up.png,spectrograms\augmented\human\ns.m4a (3)_pitch_up.png,0,human,augmented,pitch_up,ns.m4a (3).mp3
ns.m4a (3)_pitch_down.png,spectrograms\augmented\human\ns.m4a (3)_pitch_down.png,0,human,augmented,pitch_down,ns.m4a (3).mp3
ns.m4a (3)_stretch.png,spectrograms\augmented\human\ns.m4a (3)_stretch.png,0,human,augmented,stretch,ns.m4a (3).mp3
ns.m4a (4).png,spectrograms\human\ns.m4a (4).png,0,human,original,none,ns.m4a (4).mp3
ns.m4a (4)_noise.png,spectrograms\augmented\human\ns.m4a (4)_noise.png,0,human,augmented,noise,ns.m4a (4).mp3
ns.m4a (4)_pitch_up.png,spectrograms\augmented\human\ns.m4a (4)_pitch_up.png,0,human,augmented,pitch_up,ns.m4a (4).mp3
ns.m4a (4)_pitch_down.png,spectrograms\augmented\human\ns.m4a (4)_pitch_down.png,0,human,augmented,pitch_down,ns.m4a (4).mp3
ns.m4a (4)_stretch.png,spectrograms\augmented\human\ns.m4a (4)_stretch.png,0,human,augmented,stretch,ns.m4a (4).mp3
ns.m4a.png,spectrograms\human\ns.m4a.png,0,human,original,none,ns.m4a.mp3
ns.m4a_noise.png,spectrograms\augmented\human\ns.m4a_noise.png,0,human,augmented,noise,ns.m4a.mp3
ns.m4a_pitch_up.png,spectrograms\augmented\human\ns.m4a_pitch_up.png,0,human,augmented,pitch_up,ns.m4a.mp3
ns.m4a_pitch_down.png,spectrograms\augmented\human\ns.m4a_pitch_down.png,0,human,augmented,pitch_down,ns.m4a.mp3
ns.m4a_stretch.png,spectrograms\augmented\human\ns.m4a_stretch.png,0,human,augmented,stretch,ns.m4a.mp3
prpr.m4a (1).png,spectrograms\human\prpr.m4a (1).png,0,human,original,none,prpr.m4a (1).mp3
prpr.m4a (1)_noise.png,spectrograms\augmented\human\prpr.m4a (1)_noise.png,0,human,augmented,noise,prpr.m4a (1).mp3
prpr.m4a (1)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (1)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (1).mp3
prpr.m4a (1)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (1)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (1).mp3
prpr.m4a (1)_stretch.png,spectrograms\augmented\human\prpr.m4a (1)_stretch.png,0,human,augmented,stretch,prpr.m4a (1).mp3
prpr.m4a (10).png,spectrograms\human\prpr.m4a (10).png,0,human,original,none,prpr.m4a (10).mp3
prpr.m4a (10)_noise.png,spectrograms\augmented\human\prpr.m4a (10)_noise.png,0,human,augmented,noise,prpr.m4a (10).mp3
prpr.m4a (10)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (10)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (10).mp3
prpr.m4a (10)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (10)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (10).mp3
prpr.m4a (10)_stretch.png,spectrograms\augmented\human\prpr.m4a (10)_stretch.png,0,human,augmented,stretch,prpr.m4a (10).mp3
prpr.m4a (11).png,spectrograms\human\prpr.m4a (11).png,0,human,original,none,prpr.m4a (11).mp3
prpr.m4a (11)_noise.png,spectrograms\augmented\human\prpr.m4a (11)_noise.png,0,human,augmented,noise,prpr.m4a (11).mp3
prpr.m4a (11)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (11)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (11).mp3
prpr.m4a (11)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (11)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (11).mp3
prpr.m4a (11)_stretch.png,spectrograms\augmented\human\prpr.m4a (11)_stretch.png,0,human,augmented,stretch,prpr.m4a (11).mp3
prpr.m4a (12).png,spectrograms\human\prpr.m4a (12).png,0,human,original,none,prpr.m4a (12).mp3
prpr.m4a (12)_noise.png,spectrograms\augmented\human\prpr.m4a (12)_noise.png,0,human,augmented,noise,prpr.m4a (12).mp3
prpr.m4a (12)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (12)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (12).mp3
prpr.m4a (12)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (12)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (12).mp3
prpr.m4a (12)_stretch.png,spectrograms\augmented\human\prpr.m4a (12)_stretch.png,0,human,augmented,stretch,prpr.m4a (12).mp3
prpr.m4a (13).png,spectrograms\human\prpr.m4a (13).png,0,human,original,none,prpr.m4a (13).mp3
prpr.m4a (13)_noise.png,spectrograms\augmented\human\prpr.m4a (13)_noise.png,0,human,augmented,noise,prpr.m4a (13).mp3
prpr.m4a (13)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (13)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (13).mp3
prpr.m4a (13)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (13)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (13).mp3
prpr.m4a (13)_stretch.png,spectrograms\augmented\human\prpr.m4a (13)_stretch.png,0,human,augmented,stretch,prpr.m4a (13).mp3
prpr.m4a (14).png,spectrograms\human\prpr.m4a (14).png,0,human,original,none,prpr.m4a (14).mp3
prpr.m4a (14)_noise.png,spectrograms\augmented\human\prpr.m4a (14)_noise.png,0,human,augmented,noise,prpr.m4a (14).mp3
prpr.m4a (14)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (14)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (14).mp3
prpr.m4a (14)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (14)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (14).mp3
prpr.m4a (14)_stretch.png,spectrograms\augmented\human\prpr.m4a (14)_stretch.png,0,human,augmented,stretch,prpr.m4a (14).mp3
prpr.m4a (15).png,spectrograms\human\prpr.m4a (15).png,0,human,original,none,prpr.m4a (15).mp3
prpr.m4a (15)_noise.png,spectrograms\augmented\human\prpr.m4a (15)_noise.png,0,human,augmented,noise,prpr.m4a (15).mp3
prpr.m4a (15)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (15)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (15).mp3
prpr.m4a (15)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (15)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (15).mp3
prpr.m4a (15)_stretch.png,spectrograms\augmented\human\prpr.m4a (15)_stretch.png,0,human,augmented,stretch,prpr.m4a (15).mp3
prpr.m4a (16).png,spectrograms\human\prpr.m4a (16).png,0,human,original,none,prpr.m4a (16).mp3
prpr.m4a (16)_noise.png,spectrograms\augmented\human\prpr.m4a (16)_noise.png,0,human,augmented,noise,prpr.m4a (16).mp3
prpr.m4a (16)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (16)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (16).mp3
prpr.m4a (16)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (16)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (16).mp3
prpr.m4a (16)_stretch.png,spectrograms\augmented\human\prpr.m4a (16)_stretch.png,0,human,augmented,stretch,prpr.m4a (16).mp3
prpr.m4a (17).png,spectrograms\human\prpr.m4a (17).png,0,human,original,none,prpr.m4a (17).mp3
prpr.m4a (17)_noise.png,spectrograms\augmented\human\prpr.m4a (17)_noise.png,0,human,augmented,noise,prpr.m4a (17).mp3
prpr.m4a (17)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (17)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (17).mp3
prpr.m4a (17)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (17)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (17).mp3
prpr.m4a (17)_stretch.png,spectrograms\augmented\human\prpr.m4a (17)_stretch.png,0,human,augmented,stretch,prpr.m4a (17).mp3
prpr.m4a (2).png,spectrograms\human\prpr.m4a (2).png,0,human,original,none,prpr.m4a (2).mp3
prpr.m4a (2)_noise.png,spectrograms\augmented\human\prpr.m4a (2)_noise.png,0,human,augmented,noise,prpr.m4a (2).mp3
prpr.m4a (2)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (2)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (2).mp3
prpr.m4a (2)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (2)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (2).mp3
prpr.m4a (2)_stretch.png,spectrograms\augmented\human\prpr.m4a (2)_stretch.png,0,human,augmented,stretch,prpr.m4a (2).mp3
prpr.m4a (3).png,spectrograms\human\prpr.m4a (3).png,0,human,original,none,prpr.m4a (3).mp3
prpr.m4a (3)_noise.png,spectrograms\augmented\human\prpr.m4a (3)_noise.png,0,human,augmented,noise,prpr.m4a (3).mp3
prpr.m4a (3)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (3)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (3).mp3
prpr.m4a (3)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (3)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (3).mp3
prpr.m4a (3)_stretch.png,spectrograms\augmented\human\prpr.m4a (3)_stretch.png,0,human,augmented,stretch,prpr.m4a (3).mp3
prpr.m4a (4).png,spectrograms\human\prpr.m4a (4).png,0,human,original,none,prpr.m4a (4).mp3
prpr.m4a (4)_noise.png,spectrograms\augmented\human\prpr.m4a (4)_noise.png,0,human,augmented,noise,prpr.m4a (4).mp3
prpr.m4a (4)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (4)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (4).mp3
prpr.m4a (4)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (4)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (4).mp3
prpr.m4a (4)_stretch.png,spectrograms\augmented\human\prpr.m4a (4)_stretch.png,0,human,augmented,stretch,prpr.m4a (4).mp3
prpr.m4a (5).png,spectrograms\human\prpr.m4a (5).png,0,human,original,none,prpr.m4a (5).mp3
prpr.m4a (5)_noise.png,spectrograms\augmented\human\prpr.m4a (5)_noise.png,0,human,augmented,noise,prpr.m4a (5).mp3
prpr.m4a (5)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (5)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (5).mp3
prpr.m4a (5)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (5)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (5).mp3
prpr.m4a (5)_stretch.png,spectrograms\augmented\human\prpr.m4a (5)_stretch.png,0,human,augmented,stretch,prpr.m4a (5).mp3
prpr.m4a (6).png,spectrograms\human\prpr.m4a (6).png,0,human,original,none,prpr.m4a (6).mp3
prpr.m4a (6)_noise.png,spectrograms\augmented\human\prpr.m4a (6)_noise.png,0,human,augmented,noise,prpr.m4a (6).mp3
prpr.m4a (6)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (6)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (6).mp3
prpr.m4a (6)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (6)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (6).mp3
prpr.m4a (6)_stretch.png,spectrograms\augmented\human\prpr.m4a (6)_stretch.png,0,human,augmented,stretch,prpr.m4a (6).mp3
prpr.m4a (7).png,spectrograms\human\prpr.m4a (7).png,0,human,original,none,prpr.m4a (7).mp3
prpr.m4a (7)_noise.png,spectrograms\augmented\human\prpr.m4a (7)_noise.png,0,human,augmented,noise,prpr.m4a (7).mp3
prpr.m4a (7)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (7)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (7).mp3
prpr.m4a (7)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (7)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (7).mp3
prpr.m4a (7)_stretch.png,spectrograms\augmented\human\prpr.m4a (7)_stretch.png,0,human,augmented,stretch,prpr.m4a (7).mp3
prpr.m4a (8).png,spectrograms\human\prpr.m4a (8).png,0,human,original,none,prpr.m4a (8).mp3
prpr.m4a (8)_noise.png,spectrograms\augmented\human\prpr.m4a (8)_noise.png,0,human,augmented,noise,prpr.m4a (8).mp3
prpr.m4a (8)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (8)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (8).mp3
prpr.m4a (8)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (8)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (8).mp3
prpr.m4a (8)_stretch.png,spectrograms\augmented\human\prpr.m4a (8)_stretch.png,0,human,augmented,stretch,prpr.m4a (8).mp3
prpr.m4a (9).png,spectrograms\human\prpr.m4a (9).png,0,human,original,none,prpr.m4a (9).mp3
prpr.m4a (9)_noise.png,spectrograms\augmented\human\prpr.m4a (9)_noise.png,0,human,augmented,noise,prpr.m4a (9).mp3
prpr.m4a (9)_pitch_up.png,spectrograms\augmented\human\prpr.m4a (9)_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a (9).mp3
prpr.m4a (9)_pitch_down.png,spectrograms\augmented\human\prpr.m4a (9)_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a (9).mp3
prpr.m4a (9)_stretch.png,spectrograms\augmented\human\prpr.m4a (9)_stretch.png,0,human,augmented,stretch,prpr.m4a (9).mp3
prpr.m4a.png,spectrograms\human\prpr.m4a.png,0,human,original,none,prpr.m4a.mp3
prpr.m4a_noise.png,spectrograms\augmented\human\prpr.m4a_noise.png,0,human,augmented,noise,prpr.m4a.mp3
prpr.m4a_pitch_up.png,spectrograms\augmented\human\prpr.m4a_pitch_up.png,0,human,augmented,pitch_up,prpr.m4a.mp3
prpr.m4a_pitch_down.png,spectrograms\augmented\human\prpr.m4a_pitch_down.png,0,human,augmented,pitch_down,prpr.m4a.mp3
prpr.m4a_stretch.png,spectrograms\augmented\human\prpr.m4a_stretch.png,0,human,augmented,stretch,prpr.m4a.mp3
ps.m4a (1).png,spectrograms\human\ps.m4a (1).png,0,human,original,none,ps.m4a (1).mp3
ps.m4a (1)_noise.png,spectrograms\augmented\human\ps.m4a (1)_noise.png,0,human,augmented,noise,ps.m4a (1).mp3
ps.m4a (1)_pitch_up.png,spectrograms\augmented\human\ps.m4a (1)_pitch_up.png,0,human,augmented,pitch_up,ps.m4a (1).mp3
ps.m4a (1)_pitch_down.png,spectrograms\augmented\human\ps.m4a (1)_pitch_down.png,0,human,augmented,pitch_down,ps.m4a (1).mp3
ps.m4a (1)_stretch.png,spectrograms\augmented\human\ps.m4a (1)_stretch.png,0,human,augmented,stretch,ps.m4a (1).mp3
